form	lemma	POS	morph
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
fiers	fier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
dunze	doze	ADJcar	NOMB.=p|GENRE=m|CAS=n
per	per	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
rollant	Rollant	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
olivirs	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
anseïs	Anseïs	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
girond	Girond	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
engelers	Engelers	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
estut	Estout	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
lengres	Lengres	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
turpin	Turpin	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
guerriers	Giriers	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
e	et	CONcoo	MORPH=empty
nemes	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
daneiz	Danois	NOMpro	NOMB.=s|GENRE=m|CAS=n
ogiers	Ogier	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
granz	grant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
fenestres	fenestre	NOMcom	NOMB.=p|GENRE=f|CAS=r
un	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=r
lur	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
chiés	chief1	NOMcom	NOMB.=p|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
e	et	CONcoo	MORPH=empty
virent	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
venir	venir	VERinf	MORPH=empty
alemans	Alemant	NOMpro	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
baivers	Baiver	NOMpro	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
loerengs	Loerenc	NOMpro	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
cels	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
curages	corage	NOMcom	NOMB.=p|GENRE=m|CAS=r
fiers	fier	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
agevins	Angevin	NOMpro	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
gascuns	Gascon	NOMpro	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
berruiers	Berruiier	NOMpro	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
petevins	Poitevin	NOMpro	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
provencels	Provencel	NOMpro	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
guerriers	guerrier	NOMcom	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
burguinus	Borguignon	NOMpro	NOMB.=p|GENRE=m|CAS=r
flamencs	Flamenc	NOMpro	NOMB.=p|GENRE=m|CAS=r
e	et	CONcoo	MORPH=empty
puhers	Puier	NOMpro	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
normandie	Normendie	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
flur	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
chevalirs	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
bretuns	Breton	NOMpro	NOMB.=p|GENRE=m|CAS=n
in	en2	PROadv	MORPH=empty
vienent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
escuz	escu	NOMcom	NOMB.=p|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
quartiers	cartier	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
en	en1	PRE	MORPH=empty
destre	destre	NOMcom	NOMB.=s|GENRE=f|CAS=r
menent	mener	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
anfans	enfant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
destries	destrier1	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
n	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nen	ne1	ADVneg	MORPH=empty
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
quatre	catre	DETcar	NOMB.=p|GENRE=m|CAS=r
esqüiers	escuier2	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
si	se	CONsub	MORPH=empty
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r
unt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
dunt	dont	PROrel	NOMB.=p|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
frunt	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
chevalirs	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
suz	soz	PRE	MORPH=empty
munt	Mont	NOMpro	NOMB.=s|GENRE=m|CAS=r
martre	Martre	NOMpro	NOMB.=s|GENRE=m|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
aünent	äuner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
milliers	milier	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
premir	premier	ADJord	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	MORPH=empty
avril	avril	NOMcom	NOMB.=s|GENRE=m|CAS=r
quant	cant1	CONsub	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n
aub	aube3	NOMcom	NOMB.=s|GENRE=f|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
esclarie	esclairier	VERppe	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
munte	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
reis	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
chevalerie	chevalerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
paris	Paris	NOMpro	NOMB.=s|GENRE=m|CAS=r
vinent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
vunt	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
sendenise	Saint-Denis	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
congié	congié	NOMcom	NOMB.=s|GENRE=m|CAS=r
pernent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
unt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
veie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r
acuillie	acoillir	VERppe	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
plurent	plorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ses	ce2	DETdem	NOMB.=p|GENRE=f|CAS=n
dames	dame	NOMcom	NOMB.=p|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
maldient	maudire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
garsie	Garsie	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
sonent	soner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r
cors	cor2	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
ki	qui	PROrel	NOMB.=s|GENRE=n|CAS=n
unques	onque	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
envie	envie	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
or	or4	ADVgen	DEGRE=-
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
veit	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rei	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
lumburdie	Lumbardie	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
rollant	Rollant	NOMpro	NOMB.=s|GENRE=m|CAS=n
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
premir	premier	ADJord	NOMB.=s|GENRE=m|CAS=r
chif	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
guie	guiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
reire	rier	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nemes	Naimes	NOMpro	NOMB.=s|GENRE=m|CAS=n
od	o4	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
barbe	barbe	NOMcom	NOMB.=s|GENRE=f|CAS=r
flurie	florir	VERppe	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
otinel	Otinel	NOMpro	NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
volt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
leisier	laissier	VERinf	MORPH=empty
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
belissent	Belisent	NOMpro	NOMB.=s|GENRE=f|CAS=r
munte	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sur	sor2	PRE	MORPH=empty
hun	un	DETndf	NOMB.=s|GENRE=m|CAS=r
mul	mul3	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
hungrie	Hongrie	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
plus	plus	ADVgen	DEGRE=-
tot	tot	ADVgen	DEGRE=-
veit	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
amblüer	amblëure	NOMcom	NOMB.=s|GENRE=f|CAS=r
serrie	serrer	VERppe	NOMB.=s|GENRE=f|CAS=r
que	que1	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
mer	mer	NOMcom	NOMB.=s|GENRE=f|CAS=r
ne	ne1	ADVneg	MORPH=empty
veit	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nef	nef2	NOMcom	NOMB.=s|GENRE=f|CAS=n
ne	ne2	CONcoo	MORPH=empty
galie	galee2	NOMcom	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
set	set	DETcar	NOMB.=p|GENRE=m|CAS=r
cenz	cent	DETcar	NOMB.=p|GENRE=m|CAS=r
baruns	baron	NOMcom	NOMB.=p|GENRE=m|CAS=r
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
mesnie	maisniee	NOMcom	NOMB.=s|GENRE=f|CAS=r
burnie	brunir	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
tot	tot	PROind	NOMB.=p|GENRE=m|CAS=n
jufne	juene	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
gent	gent1	NOMcom	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
chevalerie	chevalerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
or	or4	ADVgen	DEGRE=-
issent	issir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
france	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
e	et	CONcoo	MORPH=empty
burgnuie	Borgogne	NOMpro	NOMB.=s|GENRE=f|CAS=r
unt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
gerpie	guerpir	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
passent	passer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mungui	Mungiu	NOMpro	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
fire	fier	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
compaignie	compagnie	NOMcom	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
issent	issir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
munz	mont	NOMcom	NOMB.=p|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
vinent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
ivorie	Ivorie	NOMpro	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
suz	soz	PRE	MORPH=empty
verceles	Verceles	NOMpro	NOMB.=s|GENRE=f|CAS=r
passent	passer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
navie	navie	NOMcom	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
munferant	Muntferant	NOMpro	NOMB.=s|GENRE=m|CAS=r
muntent	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
si	si	ADVgen	DEGRE=-
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
atelie	Atelie	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
forte	fort	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
u	où	PROrel	NOMB.=s|GENRE=f|CAS=i
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n
haie	häir	VERppe	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
desuz	desus	PRE	MORPH=empty
munpoum	Munpoun	NOMpro	NOMB.=s|GENRE=m|CAS=r
pernent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
herbergerie	herbergerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
delez	dalez	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ewe	aigue	NOMcom	NOMB.=s|GENRE=f|CAS=r
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
ton	Ton	NOMpro	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
prarrie	präerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
enperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
franceis	François	NOMpro	NOMB.=p|GENRE=m|CAS=r
arester	arester	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
desuz	desus	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ewe	aigue	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
ton	Ton	NOMpro	NOMB.=s|GENRE=m|CAS=r
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
osteler	osteler	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
uit	uit	DETcar	NOMB.=p|GENRE=m|CAS=r
jurz	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
pleniers	plenier2	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
demurer	demorer	VERinf	MORPH=empty
lur	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
chevals	cheval	NOMcom	NOMB.=p|GENRE=m|CAS=r
funt	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
seiner	saignier	VERinf	MORPH=empty
e	et	CONcoo	MORPH=empty
reposé	reposer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
e	et	CONcoo	MORPH=empty
lur	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
malades	malade	NOMcom	NOMB.=p|GENRE=m|CAS=r
guarir	garir	VERinf	MORPH=empty
e	et	CONcoo	MORPH=empty
meciner	meciner	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
fiz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
volt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
oblier	oblïer	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
tant	tant	ADVgen	DEGRE=-
dementier	dementieres	ADVgen	DEGRE=-
ad	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
punt	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r
lever	lever	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
unt	ont	PROrel	NOMB.=s|GENRE=m|CAS=i
franceis	François	NOMpro	NOMB.=p|GENRE=m|CAS=n
deveint	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
utre	outre1	ADVgen	DEGRE=-
passer	passer1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
sur	sor2	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
punt	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
fir	fier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
u	où	PROrel	NOMB.=s|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
haies	haie1	NOMcom	NOMB.=p|GENRE=f|CAS=r
e	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
sulives	solive	NOMcom	NOMB.=p|GENRE=f|CAS=r
fermer	fermer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
a	a3	PRE	MORPH=empty
mailz	mail	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
fer	fer	NOMcom	NOMB.=s|GENRE=m|CAS=r
confire	confire2	VERinf	MORPH=empty
e	et	CONcoo	MORPH=empty
soder	souder1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
punt	pont	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
bin	bien1	ADVgen	DEGRE=p
i	i2	PROadv	MORPH=empty
put	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=m|CAS=n
um	on	PROind	NOMB.=s|GENRE=n|CAS=n
passer	passer1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
franceis	François	NOMpro	NOMB.=p|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
vunt	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
herberges	herberge	NOMcom	NOMB.=p|GENRE=f|CAS=r
manger	mangier	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
nies	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=n
karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
curu	corir	VERppe	NOMB.=s|GENRE=m|CAS=r
aduber	adober	VERinf	MORPH=empty
si	si	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
seurent	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
nul	nul	PROind	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
unze	onze	ADJcar	NOMB.=p|GENRE=m|CAS=n
per	per	NOMcom	NOMB.=p|GENRE=m|CAS=n
ne	ne2	CONcoo	MORPH=empty
meis	mais1	ADVgen	DEGRE=-
olivir	Oliver	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
daneis	Danois	NOMpro	NOMB.=s|GENRE=m|CAS=n
ogir	Ogier	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
tut	tot	DETind	NOMB.=p|GENRE=m|CAS=n
treis	trois	PROcar	NOMB.=p|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
adubent	adober	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
suz	soz	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
umbre	ombre	NOMcom	NOMB.=s|GENRE=f|CAS=r
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
lorer	lorier	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
destriers	destrier1	NOMcom	NOMB.=p|GENRE=m|CAS=r
muntent	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
si	si	ADVgen	DEGRE=-
vunt	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
punt	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r
passer	passer1	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
e	et	CONcoo	MORPH=empty
vers	vers2	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cite	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
commencent	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
errer	errer2	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
e	et	CONcoo	MORPH=empty
vunt	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
joste	joste2	NOMcom	NOMB.=s|GENRE=f|CAS=r
