form	lemma	POS	morph
Por	por2	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mien	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
petitet	petitet	PROind	NOMB.=s|GENRE=m|CAS=r
reposser	reposer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
con	come1	CONsub	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=n
comandez	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Lors	lors	ADVgen	DEGRE=-
descendirent	descendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
Delez	dalez	PRE	MORPH=empty
lou	le	DETdef	NOMB.=s|GENRE=m|CAS=r
preit	pré	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tandre	tendre1	VERinf	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
treif	tref2	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
i	i2	PROadv	MORPH=empty
antre	entrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
por	por2	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
reposser	reposer	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
maistresse	maistresse	NOMcom	NOMB.=s|GENRE=f|CAS=r
Martine	Martine	NOMpro	NOMB.=s|GENRE=f|CAS=r
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	MORPH=empty
Un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
lit	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
meileu	milieu	NOMcom	NOMB.=s|GENRE=m|CAS=r
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
treif	tref2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
couchent	couchier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
belle	bel1	NOMcom	NOMB.=s|GENRE=f|CAS=r
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	MORPH=empty
Tost	tost1	ADVgen	DEGRE=-
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
endormit	endormir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
car	car	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
or	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
irei	irier	VERppe	NOMB.=s|GENRE=m|CAS=r
Por	por2	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
k'	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	DEGRE=-
amer	amer1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Endormie	endormir	VERppe	NOMB.=s|GENRE=f|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
belle	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
dirons	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
barnage	barnage	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
prix	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
descendirent	descendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
mei	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
lez	lez	DETdef	NOMB.=p|GENRE=m|CAS=r
floris	florir	VERppe	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
fut	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
mai	mai	NOMcom	NOMB.=s|GENRE=m|CAS=r
c'	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aprés	après	PRE	MORPH=empty
avril	avril	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Biaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
boix	bois	NOMcom	NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
foillis	foillir	VERppe	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n
oixel	oisel	NOMcom	NOMB.=p|GENRE=m|CAS=n
chantent	chanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
doucement	doucement	ADVgen	DEGRE=-
aceri	asserir	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
autre	autre	ADJind	NOMB.=s|GENRE=f|CAS=r
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
boix	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
Hervis	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
Ou	où	PROrel	NOMB.=s|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
atant	atendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
messagiers	messagier	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
menoient	mener	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
femme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
Espaigne	Espagne	NOMpro	NOMB.=s|GENRE=f|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
posteïs	pöestëif	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Presenter	presenter	VERinf	MORPH=empty
cuident	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
belle	bel1	NOMcom	NOMB.=s|GENRE=f|CAS=r
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cler	cler	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
feront	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
con	come1	CONsub	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
porez	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
oïr	öir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Ains	ainz	ADVgen	DEGRE=-
sofferont	sofrir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
estor	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r
abaubi	abaubir	VERppe	NOMB.=s|GENRE=m|CAS=r
Dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
covanra	covenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
mains	maint	DETind	NOMB.=p|GENRE=m|CAS=r
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
morir	morir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
auferrant	auferrant	NOMcom	NOMB.=s|GENRE=m|CAS=n
comance	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
braidir	braidir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n
sant	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
signors	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
sachiés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
fi	fi2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
:	:	PONfbl	MORPH=empty
Adont	adonc	ADVgen	DEGRE=-
parla	parler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
gentis	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Hervis	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
apelle	apeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
isnelement	isnelement	ADVgen	DEGRE=-
Thieri	Thierri	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Amins	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
freire	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fïer	fïer	VERinf	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en1	PRE	MORPH=empty
ti	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Va	aler	VERcjg	MODE=imp|PERS.=2|NOMB.=s
tost	tost1	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
monte	monter	VERcjg	MODE=imp|PERS.=2|NOMB.=s
sus	sus	PRE	MORPH=empty
ton	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
prix	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
trespasse	trespasser	VERcjg	MODE=imp|PERS.=2|NOMB.=s
outre	outre1	ADVgen	DEGRE=-
sou	soz	PRE	MORPH=empty
boix	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r
foilliz	foillir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Revien	revenir	VERcjg	MODE=imp|PERS.=2|NOMB.=s
errant	errer2	VERppa	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
biaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
amins	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
di	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
,	,	PONfbl	MORPH=empty
Keis	quel1	DETint	NOMB.=p|GENRE=m|CAS=n
gens	gent1	NOMcom	NOMB.=p|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
delai	dalez	PRE	MORPH=empty
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
boix	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r
foilli	foillir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
mains	maint	DETind	NOMB.=p|GENRE=m|CAS=r
destrier	destrier1	NOMcom	NOMB.=p|GENRE=m|CAS=r
oïr	öir	VERinf	MORPH=empty
braidir	braidir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Volentiers	volentiers	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
Thieris	Thierri	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r
monte	monter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
passe	passer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
bruel	bruil1	NOMcom	NOMB.=s|GENRE=m|CAS=r
foilli	foillir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
treif	tref2	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
belle	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
Voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lou	le	DETdef	NOMB.=s|GENRE=m|CAS=r
barnage	barnage	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
aler	aler	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Deus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	MORPH=empty
tans	tant	DETind	NOMB.=p|GENRE=m|CAS=r
somiers	somier2	NOMcom	NOMB.=p|GENRE=m|CAS=r
ke	que1	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r
ke	que1	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r
fin	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Ke	que1	CONsub	MORPH=empty
presenter	presenter	VERinf	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
riches	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Tir	Tir	NOMpro	NOMB.=s|GENRE=x|CAS=r
Veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
boins	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
avec	avuec	PRE	MORPH=empty
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
Espaigne	Espagne	NOMpro	NOMB.=s|GENRE=f|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
signoris	seignori	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
.	.	PONfrt	MORPH=empty
E	et	CONcoo	MORPH=empty
vos	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
tertre	tertre	NOMcom	NOMB.=s|GENRE=m|CAS=r
lou	le	DETdef	NOMB.=s|GENRE=m|CAS=r
damoisel	damoisel	NOMcom	NOMB.=s|GENRE=m|CAS=r
Thierit	Thierri	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Les	le	DETdef	NOMB.=s|GENRE=m|CAS=n
barons	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
ait	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
conçut	concevoir	VERppe	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
choisi	choisir	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
trestorna	trestorner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
duc	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Hervi	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
A	a3	PRE	MORPH=empty
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
voix	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
escrier	escrïer	VERinf	MORPH=empty
ce	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Hé	e2	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Mes	Mès	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
por	por2	PRE	MORPH=empty
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
mentit	mentir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Ve	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ci	ci	ADVgen	DEGRE=-
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r
feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
belle	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
Illuc	iluec	ADVgen	DEGRE=-
logie	logier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
delai	dalez	PRE	MORPH=empty
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
boix	bois	NOMcom	NOMB.=s|GENRE=m|CAS=r
foilli	foillir	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Bers	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
armer	armer	VERinf	MORPH=empty
ton	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
barnage	barnage	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
rekier	requerre	VERcjg	MODE=imp|PERS.=2|NOMB.=s
tes	ton4	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r
mortelz	mortel	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
anemins	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=r
Tant	tant	ADVgen	DEGRE=-
ke	que4	CONsub	MORPH=empty
raeimes	raiembre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
madame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r
Bïatrix	Biatrix	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Buer	buer	ADVgen	DEGRE=-
lou	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
desistes	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
signors	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Hervis	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
barons	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
out	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
parolle	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
acoutei	escouter	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
A	a3	PRE	MORPH=empty
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
vois	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=r
cleire	cler	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
comance	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	a3	PRE	MORPH=empty
crïer	crïer2	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Hé	e2	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Mes	Mès	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
puez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
trop	trop	ADVgen	DEGRE=-
