form	lemma	POS	morph
Le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
aporta	aporter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
soie	suen	ADJpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
grans	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
mercis	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Or	or4	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prenés	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
enpererez	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
gentis	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Par	par	PRE	MORPH=empty
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
faites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
recoillir	recoillir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Mout	mout	ADVgen	DEGRE=-
ditez	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
bien	bien1	ADVgen	DEGRE=p
,	,	PONfbl	MORPH=empty
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
se	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Pepins	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Mout	mout	ADVgen	DEGRE=-
volentiers	volentiers	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
se	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Pepins	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Devant	devant	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
garde	garder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Gerart	Girard	NOMpro	NOMB.=s|GENRE=m|CAS=r
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=r
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nez	naistre	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Senlis	Senlis	NOMpro	NOMB.=s|GENRE=x|CAS=r
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Venez	venir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
avant	avant	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
irez	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
a	a3	PRE	MORPH=empty
Bordeles	Bordeaux	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cit	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Dites	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Lens	Lens	NOMpro	NOMB.=s|GENRE=x|CAS=r
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
posteïs	pöestëif	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Que	que4	CONsub	MORPH=empty
jel	je+il	PROper.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
semon	semondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Viegne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=f|CAS=r
ou	o3	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
Loon	Loon	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cit	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
C'	se	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
refuse	refuser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
voelt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
venir	venir	VERinf	MORPH=empty
«	«	PONpga	MORPH=empty
Desfiez	desfïer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
maintenant	maintenant	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
par	par	PRE	MORPH=empty
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ditez	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
tot	tot	ADVgen	DEGRE=-
voiant	vëoir	VERppa	NOMB.=s|GENRE=m|CAS=r
cez	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
amis	ami	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
G'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
irai	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
sor	sor2	PRE	MORPH=empty
eus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
por	por2	PRE	MORPH=empty
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
terres	terre	NOMcom	NOMB.=p|GENRE=f|CAS=r
saissir	saisir	VERinf	MORPH=empty
«	«	PONpga	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
lez	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
garra	garir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
trestot	trestot	DETind	NOMB.=s|GENRE=m|CAS=n
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n
ors	or1	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
«	«	PONpga	MORPH=empty
Que	que4	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
nes	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
male	mal1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
morir	morir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
Dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Girars	Girard	NOMpro	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
sera	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
laisseroie	laissier	VERcjg	MODE=con|PERS.=1|NOMB.=s
por	por2	PRE	MORPH=empty
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
