form	lemma	POS	morph
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
lié	lié1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
chil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
legier	legier2	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
baceler	bacheler	NOMcom	NOMB.=p|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Ensanble	ensemble	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=n
qu'	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
doie	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
peser	peser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
A	a3	PRE	MORPH=empty
Mès	Mès	NOMpro	NOMB.=s|GENRE=x|CAS=r
en	en2	PROadv	MORPH=empty
vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
droit	droit	ADVgen	DEGRE=-
a	a3	PRE	MORPH=empty
.j.	1	DETcar	NOMB.=s|GENRE=m|CAS=r
ajourner	ajorner	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
fissent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
trés	tref2	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
pavillons	paveillon	NOMcom	NOMB.=p|GENRE=m|CAS=r
lever	lever	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
mesaigiers	messagier	NOMcom	NOMB.=p|GENRE=m|CAS=r
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
vile	vile	NOMcom	NOMB.=s|GENRE=f|CAS=r
entrer	entrer	VERinf	MORPH=empty
Parler	parler	VERinf	MORPH=empty
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
k'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cuident	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
trouver	trover	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
En	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
vile	vile	NOMcom	NOMB.=s|GENRE=f|CAS=r
entrent	entrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
mesaige	message2	NOMcom	NOMB.=p|GENRE=m|CAS=n
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
Parler	parler	VERinf	MORPH=empty
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
se	se	CONsub	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pevent	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
veïr	vëoir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Parla	parler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
premiers	premier	ADJord	NOMB.=s|GENRE=m|CAS=n
Hardrés	Hardré	NOMpro	NOMB.=s|GENRE=m|CAS=n
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
poil	poil	NOMcom	NOMB.=s|GENRE=m|CAS=r
flouri	florir	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
envoie	envoiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
chi	ci	ADVgen	DEGRE=-
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
fiés	fief	NOMcom	NOMB.=p|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
estes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
a	a3	PRE	MORPH=empty
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r
saisi	saisir	VERppe	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Par	par	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
mande	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
ke	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
veés	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
ychi	ici	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
rendés	rendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
paiis	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
J'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
parlerai	parler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Anseys	Anseïs	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
ferés	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
bien	bien1	ADVgen	DEGRE=p
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
Hardrés	Hardré	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Car	car	CONcoo	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
sachiés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
qu'	que4	CONsub	MORPH=empty
en	en2	PROadv	MORPH=empty
poroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
estre	estre1	VERinf	MORPH=empty
pis	pis1	ADVgen	DEGRE=c
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
Anseys	Anseïs	NOMpro	NOMB.=s|GENRE=m|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
venir	venir	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Consilliés	conseillier1	VERcjg	MODE=imp|PERS.=2|NOMB.=p
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
signeur	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Bien	bien1	ADVgen	DEGRE=p
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ke	que4	CONsub	MORPH=empty
tieng	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
a	a3	PRE	MORPH=empty
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
fief	fief	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
contre	contre	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
garentir	garantir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
K'	que3	PROint	NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
loés	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
franc	franc1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
gentil	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
?	?	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Rendés	rendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
pour	por2	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
menti	mentir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
ert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
pais	pais	NOMcom	NOMB.=s|GENRE=f|CAS=r
li	le	DETdef	NOMB.=s|GENRE=f|CAS=n
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
paiis	päis	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
A	a3	PRE	MORPH=empty
ces	ce2	DETdem	NOMB.=p|GENRE=f|CAS=r
paroles	parole	NOMcom	NOMB.=p|GENRE=f|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
rendi	rendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
quan	cant2	PROind	NOMB.=s|GENRE=m|CAS=r
k'	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
y	i2	PROadv	MORPH=empty
dut	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tenir	tenir1	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Quant	cant1	ADVgen	DEGRE=-
çou	ce1	PROdem	NOMB.=s|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
demoura	demorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
enki	iqui	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
Ançois	ainçois	ADVgen	DEGRE=-
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
arier	ariere	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
paiis	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Chi	ci	ADVgen	DEGRE=-
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
lairons	laissier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
.j.	un	DETndf	NOMB.=s|GENRE=m|CAS=r
poi	poi	PROind	NOMB.=s|GENRE=m|CAS=r
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
dirons	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
roy	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Tieri	Thierri	NOMpro	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
Moriane	Moriane	NOMpro	NOMB.=s|GENRE=f|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
Val—parfonde	Val-Parfonde	NOMpro	NOMB.=s|GENRE=f|CAS=r
ausi	aussi	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
.iiij.	4	ADJcar	NOMB.=p|GENRE=m|CAS=n
roy	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en1	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Toute	tot	ADJind	NOMB.=s|GENRE=f|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
gastent	gaster	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
paiis	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
consel	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
comment	coment1	ADVint	MORPH=empty
pora	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
garir	garir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
mesaigiers	messagier	NOMcom	NOMB.=p|GENRE=m|CAS=r
envoia	envoiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Joffroy	Gefrei	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Gautier	Gautier	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Bauduïn	Baudoïn	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
Val	Val	NOMpro	NOMB.=s|GENRE=f|CAS=r
—	—	PONfbl	MORPH=empty
parfonde	Parfonde	NOMpro	NOMB.=s|GENRE=f|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en1	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
;	;	PONfbl	MORPH=empty
Ainc	ainc	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
finerent	finer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
si	si	ADVgen	DEGRE=-
vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
Clugny	Clugny	NOMpro	NOMB.=s|GENRE=x|CAS=r
;	;	PONfbl	MORPH=empty
Illeuk	iluec	ADVgen	DEGRE=-
demandent	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
nouveles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
On	on	PROind	NOMB.=s|GENRE=m|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
ensaigne	enseignier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
Lengres	Lengres	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
fort	fort	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
cit	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
La	là	ADVgen	DEGRE=-
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
court	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
ainc	ainc	ADVgen	DEGRE=-
hons	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
ne	ne1	ADVneg	MORPH=empty
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
y	i2	PROadv	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
freres	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Hardrés	Hardré	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Fromons	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Guillaumes	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
marchis	marchis	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Es	ez	ADVgen	DEGRE=-
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
mesaiges	message2	NOMcom	NOMB.=p|GENRE=m|CAS=n
ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Premiers	premier	ADJord	NOMB.=s|GENRE=m|CAS=n
parla	parler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Joffrois	Gefrei	NOMpro	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
fieus	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Gaudin	Gaudin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
bien	bien1	ADVgen	DEGRE=p
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oïrent	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Mansiel	Mansel	NOMpro	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Angevin	Angevin	NOMpro	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
Loherenc	loherenc	NOMpro	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Baivier	Baiver	NOMpro	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Poitevin	Poitevin	NOMpro	NOMB.=p|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Chieus	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Damedieu	damnedeu	NOMpro	NOMB.=s|GENRE=m|CAS=n
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
aige	aigue	NOMcom	NOMB.=s|GENRE=f|CAS=r
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vin	vin	NOMcom	NOMB.=s|GENRE=m|CAS=r
Quant	cant1	CONsub	MORPH=empty
sist	sëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
noces	noce	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Saint	saint	NOMpro	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Archedeclin	Archedeclin	NOMpro	NOMB.=s|GENRE=m|CAS=r
…	…	PONfrt	MORPH=empty
