form	lemma	POS	morph
gentil	gentil	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Jo	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que4	CONsub	MORPH=empty
tieng	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
a	a3	PRE	MORPH=empty
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
mie	mie	ADVneg	MORPH=empty
contre	contre	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
garantir	garantir	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
loés	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
saint	saint	NOMpro	NOMB.=s|GENRE=m|CAS=r
Martin	Martin	NOMpro	NOMB.=s|GENRE=m|CAS=r
?	?	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Se	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
rendés	rendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
il	le	DETdef	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
frans	franc1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
gentis	gentil	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Por	por2	PRE	MORPH=empty
tant	tant	ADVgen	DEGRE=-
si	si	ADVgen	DEGRE=-
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
pais	pais	NOMcom	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
A	a3	PRE	MORPH=empty
iceste	icest	DETdem	NOMB.=s|GENRE=f|CAS=r
parolle	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
Garin	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
venir	venir	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
sejornerent	sejorner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
gaires	gaire	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
ains	ainz	ADVgen	DEGRE=-
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
tornent	torner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
d'	de	PRE	MORPH=empty
iqui	iqui	ADVgen	DEGRE=-
:	:	PONfbl	MORPH=empty
Cascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r
congié	congié	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
vait	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
lairomes	laissier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
dut	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tenir	tenir1	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
dirons	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
anuit	anuit	ADVgen	DEGRE=-
mais	mais1	ADVgen	DEGRE=-
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Teri	Thierri	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Cel	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Moriane	Moriane	NOMpro	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
Val	Val	NOMpro	NOMB.=s|GENRE=f|CAS=r
—	—	PONfbl	MORPH=empty
Profonde	Parfonde	NOMpro	NOMB.=s|GENRE=f|CAS=r
aussi	aussi	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
.iiij.	4	DETcar	NOMB.=p|GENRE=m|CAS=n
roi	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=n
felon	felon	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ensemble	ensemble	ADVgen	DEGRE=-
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
gastent	gaster	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
regne	regne	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
coment	coment1	ADVint	MORPH=empty
pora	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
garir	garir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
messages	message2	NOMcom	NOMB.=p|GENRE=m|CAS=r
envoie	envoiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
Qu'	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
viegne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
secorre	secorre1	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
por	por2	PRE	MORPH=empty
crestienté	crestïenté	NOMcom	NOMB.=s|GENRE=f|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maintenir	maintenir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
messages	message2	NOMcom	NOMB.=p|GENRE=m|CAS=r
atorne	atorner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eslis	eslire	VERppe	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Joifrois	Gefrei	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Berenger	Berengier	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cuens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Harduïns	Hardoïn	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
Val	Val	NOMpro	NOMB.=s|GENRE=f|CAS=r
—	—	PONfbl	MORPH=empty
Profonde	Parfonde	NOMpro	NOMB.=s|GENRE=f|CAS=r
vers	vers2	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
Onques	onque	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
trestornerent	trestorner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
si	si	ADVgen	DEGRE=-
vinrent	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
Cluigni	Clugny	NOMpro	NOMB.=s|GENRE=x|CAS=r
;	;	PONfbl	MORPH=empty
La	là	ADVgen	DEGRE=-
demandent	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
nouvelles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
A	a3	PRE	MORPH=empty
Lengres	Lengres	NOMpro	NOMB.=s|GENRE=f|CAS=r
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
enseignent	enseignier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
n'	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
loing	loing	ADVgen	DEGRE=-
d'	de	PRE	MORPH=empty
iqui	iqui	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
rice	riche	ADJqua	NOMB.=s|GENRE=n|CAS=r|DEGRE=p
ne	ne1	ADVneg	MORPH=empty
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Que	que4	CONsub	MORPH=empty
ja	ja	ADVgen	DEGRE=-
i	i2	PROadv	MORPH=empty
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Beges	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
freres	frere	NOMcom	NOMB.=s|GENRE=m|CAS=n
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
Hardrés	Hardré	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Guillaumes	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
marcis	marchis	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Venu	venir	VERppe	NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
message	message2	NOMcom	NOMB.=p|GENRE=m|CAS=n
devant	devant	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
Premiers	premier	ADJord	NOMB.=s|GENRE=m|CAS=n
parla	parler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Goifrois	sofrir	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
niés	nevo	NOMcom	NOMB.=s|GENRE=m|CAS=n
Gaudin	Gaudin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
oï	öir	VERppe	NOMB.=s|GENRE=m|CAS=r
Mansel	Mansel	NOMpro	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Angevin	Angevin	NOMpro	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Loherent	loherenc	NOMpro	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Breton	Breton	NOMpro	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Norman	Normant	NOMpro	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Poitevin	Poitevin	NOMpro	NOMB.=p|GENRE=m|CAS=n
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Dameldex	Damnedeu	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
gloire	gloire	NOMcom	NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
aigue	aigue	NOMcom	NOMB.=s|GENRE=f|CAS=r
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vin	vin	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
Lassus	la_sus	ADVgen	DEGRE=-
en	en1	PRE	MORPH=empty
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
palais	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r
parler	parler	VERinf	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
Pepin	Pepin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Savoir	savoir	VERinf	MORPH=empty
s'	se	CONsub	MORPH=empty
en	en1	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r
point	point	NOMcom	NOMB.=s|GENRE=m|CAS=r
seroit	estre1	VERcjg	MODE=con|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
consel	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=n
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
«	«	PONpga	MORPH=empty
De	de	PRE	MORPH=empty
secorre	secorre1	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
pros	pro	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
gentis	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
somes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
jovencel	jovencel	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
porchaçons	porchacier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Et	et	CONcoo	MORPH=empty
se	se	CONsub	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
faut	falir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mandomes	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
nos	nostre	ADJpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
amis	ami	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
S'	si	ADVgen	DEGRE=-
alons	aler	VERcjg	MODE=imp|PERS.=1|NOMB.=p
chevalerie	chevalerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
querre	querre	VERinf	MORPH=empty
en	en1	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
—	—	PONfbl	MORPH=empty
Dehait	deshait	NOMcom	NOMB.=s|GENRE=m|CAS=r
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vie	vëer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vée	vëer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
!	!	PONfrt	MORPH=empty
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
»	»	PONpdr	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Fromondins	Fromondin	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Enprès	emprès	ADVgen	DEGRE=-
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
levé	lever	VERppe	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
conte	conte2	NOMcom	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
haut	haut	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
ci	ci	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
palais	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
prisent	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
onques	onque	ADVgen	DEGRE=-
fin	fin1	NOMcom	NOMB.=s|GENRE=f|CAS=r
;	;	PONfbl	MORPH=empty
Contremont	contremont	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
monterent	monter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
Entre	entre2	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
Guillaume	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
pro	pro	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Fromondin	Fromondin	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
messages	message2	NOMcom	NOMB.=p|GENRE=m|CAS=r
encontrent	encontrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
tienent	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
ciés	chief1	NOMcom	NOMB.=p|GENRE=m|CAS=r
enclins	enclin1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
Et	et	CONcoo	MORPH=empty
plorent	plorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
seurement	sëurement	ADVgen	DEGRE=-
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r
Come	come1	CONsub	MORPH=empty
Begue	Begues	NOMpro	NOMB.=s|GENRE=m|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
trés	très	ADVgen	DEGRE=-
grande	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
pitiés	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
«	«	PONpga	MORPH=empty
Estes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r
?	?	PONfrt	MORPH=empty
Que	que4	CONsub	MORPH=empty
Et	et	CONcoo	MORPH=empty
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
respondu	respondre1	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
Si	si	ADVgen	DEGRE=-
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
aït	aidier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
oïl	öil	ADVgen	DEGRE=-
;	;	PONfbl	MORPH=empty
«	«	PONpga	MORPH=empty
