form	lemma	POS	morph
enour	onor	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
gant	gant	NOMcom	NOMB.=s|GENRE=m|CAS=r

Car	car	CONcoo	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
se	se	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vi	vivre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
longement	longement2	ADVgen	DEGRE=p

Feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r
aurai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
chasement	chasement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Mais	mais1	CONcoo	MORPH=empty
or	or4	ADVgen	DEGRE=-
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
orguel	orgueil	NOMcom	NOMB.=s|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
ha	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trop	trop	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Et	et	CONcoo	MORPH=empty
felonie	felonie	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
enuie	enui	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
bobant	boban	NOMcom	NOMB.=s|GENRE=m|CAS=r

Quant	cant1	CONsub	MORPH=empty
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
alez	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
par	par	PRE	MORPH=empty
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r
demandant	demander	VERppa	NOMB.=s|GENRE=m|CAS=n

Ia	ja	ADVgen	DEGRE=-
n	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
aurez	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
monte	monte	NOMcom	NOMB.=s|GENRE=f|CAS=r
d	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
besant	besant	NOMcom	NOMB.=s|GENRE=m|CAS=r

Nen	ne1	ADVneg	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r
nen	ne1	ADVneg	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
ausiment	aussiment	ADVgen	DEGRE=-

Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oit	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toz	tot	ADVgen	DEGRE=-
toint	teindre	VERppe	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
maltalant	mautalent	NOMcom	NOMB.=s|GENRE=m|CAS=r

Lors	lors	ADVgen	DEGRE=-
respondit	respondre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
moult	mout	ADVgen	DEGRE=-
orgoillosement	orgoillosement	ADVgen	DEGRE=-

Des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
bordelois	Bordelois	NOMpro	NOMB.=p|GENRE=m|CAS=r
suis	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
nez	naistre	VERppe	NOMB.=s|GENRE=m|CAS=n
voirement	voirement	ADVgen	DEGRE=-

De	de	PRE	MORPH=empty
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mi	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
meillor	meillor	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=c
parenz	parent	NOMcom	NOMB.=p|GENRE=m|CAS=n

Uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
porchaciez	porchacier	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
deseritement	desiretement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Mais	mais1	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
apostre	apostle	NOMcom	NOMB.=s|GENRE=m|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
quierent	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
peneant	penëant	NOMcom	NOMB.=p|GENRE=m|CAS=n

Ia	ja	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
verrez	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
ce	ce2	DETdem	NOMB.=s|GENRE=m|CAS=r
premier	premier	ADJord	NOMB.=s|GENRE=m|CAS=r
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r
passant	passer1	VERppa	NOMB.=s|GENRE=m|CAS=r

Par	par	PRE	MORPH=empty
deuant	devant	ADVgen	DEGRE=-
mez	Mès	NOMpro	NOMB.=s|GENRE=x|CAS=r
vos	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r
meillors	meillor	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=c
chasement	chasement	NOMcom	NOMB.=p|GENRE=m|CAS=r

Vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
mostrerai	mostrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
itant	itant	ADVgen	DEGRE=-

N	ne1	ADVneg	MORPH=empty
istries	issir	VERcjg	MODE=con|PERS.=2|NOMB.=p
hors	hors	ADVgen	DEGRE=-
por	por2	PRE	MORPH=empty
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	MORPH=empty
oriant	orïent	NOMpro	NOMB.=s|GENRE=m|CAS=r

Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oit	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
po	poi	ADVgen	NOMB.=s|GENRE=n|CAS=r
dire	dire	VERinf	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
fent	feindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s

Enuers	envers2	PRE	MORPH=empty
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
maltalant	mautalent	NOMcom	NOMB.=s|GENRE=m|CAS=r

En	en1	PRE	MORPH=empty
haut	haut	NOMcom	NOMB.=s|GENRE=m|CAS=r
parla	parler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que4	CONsub	MORPH=empty
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oirent	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n

Fiz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
putain	pute	NOMcom	NOMB.=s|GENRE=f|CAS=r
fels	felon	NOMcom	NOMB.=s|GENRE=m|CAS=n
estraiz	estraire	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
neant	nïent	PROind	NOMB.=s|GENRE=n|CAS=r

Ia	ja	ADVgen	DEGRE=-
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n
aius	aiuel	NOMcom	NOMB.=s|GENRE=m|CAS=r
iarleins	Garlain	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
sosduianz	souduire	VERppe	NOMB.=s|GENRE=m|CAS=n

Ne	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
loriz	larriz	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
bordele	Bordeaux	NOMpro	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p

Ne	ne1	ADVneg	MORPH=empty
respondist	respondre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
herui	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
fierement	fierement	ADVgen	DEGRE=-

Le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
mien	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
cher	chier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
hardement	hardement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Qu	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
preist	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tantost	tantost	ADVgen	DEGRE=-
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
veingement	vengement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Si	si	ADVgen	DEGRE=-
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
prochainement	prochainement	ADVgen	DEGRE=-

Lors	lors	ADVgen	DEGRE=-
saut	salir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
auant	avant	ADVgen	DEGRE=-
par	par	PRE	MORPH=empty
moult	mout	ADVgen	DEGRE=-
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
maltalant	mautalent	NOMcom	NOMB.=s|GENRE=m|CAS=r

Ia	ja	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ferist	ferir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
senz	sans	PRE	MORPH=empty
nun	non	ADVneg	MORPH=empty
delaiement	delaiement	NOMcom	NOMB.=s|GENRE=m|CAS=r

Quant	cant1	CONsub	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=n
empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
mantel	mantel	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s

Lai	là	ADVgen	DEGRE=-
commenca	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=n
tex	tel	ADJind	NOMB.=s|GENRE=m|CAS=n
toaillement	töeillement	NOMcom	NOMB.=s|GENRE=m|CAS=n

Don	dont	PROrel	NOMB.=s|GENRE=m|CAS=r
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
mors	morir	VERppe	NOMB.=p|GENRE=m|CAS=n
mainz	maint	DETind	NOMB.=p|GENRE=m|CAS=n
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n
vaillanz	valoir	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p

Desheritez	desireter	VERppe	NOMB.=p|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
maint	maint	DETind	NOMB.=p|GENRE=m|CAS=n
enfanz	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=n

Granz	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
noise	noise	NOMcom	NOMB.=s|GENRE=f|CAS=n
sus	sus	ADVgen	DEGRE=-
ou	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
palais	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r
plenier	plenier2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
moult	mout	ADVgen	DEGRE=-
gries	grief	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
iriez	irier	VERppe	NOMB.=s|GENRE=m|CAS=n

Quant	cant1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
oit	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r
menacier	menacier	VERinf	MORPH=empty

Deuant	devant	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
bers	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n
aprochiez	aprochier	VERppe	NOMB.=s|GENRE=m|CAS=n

Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ha	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parle	parler	VERppe	NOMB.=s|GENRE=m|CAS=r
commme	come1	ADVgen	DEGRE=-
hons	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
bien	bien1	ADVgen	DEGRE=p
iriez	irier	VERppe	NOMB.=s|GENRE=m|CAS=n

Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
richier	Richier	NOMpro	NOMB.=s|GENRE=m|CAS=r

De	de	PRE	MORPH=empty
traison	träison	NOMcom	NOMB.=s|GENRE=f|CAS=r
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
laidengier	laidengier	VERinf	MORPH=empty

Garlain	Garlain	NOMpro	NOMB.=s|GENRE=m|CAS=n
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n
aiue	aive	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
deue	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s
forligner	forlignier	VERinf	MORPH=empty

Qui	qui	PROint	NOMB.=s|GENRE=m|CAS=n
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
parrain	parrain	NOMcom	NOMB.=s|GENRE=m|CAS=r
murtrit	mordrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=r
mostier	mostier	NOMcom	NOMB.=s|GENRE=m|CAS=r

Et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
seignour	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
lige	lige	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
coppa	coper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r

Don	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
tenez	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
terres	terre	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
fiez	fief	NOMcom	NOMB.=p|GENRE=m|CAS=r

Et	et	CONcoo	MORPH=empty
senz	sans	PRE	MORPH=empty
raison	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
pechie	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r

Saisson	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r
tenez	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
don	dont	PROrel	NOMB.=s|GENRE=f|CAS=i
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	estre1	VERinf	MORPH=empty
heritiez	iretier1	NOMcom	NOMB.=s|GENRE=m|CAS=n

Heruis	Hervis	NOMpro	NOMB.=s|GENRE=m|CAS=n
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
coraige	corage	NOMcom	NOMB.=s|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

La	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
maint	maint	DETind	NOMB.=p|GENRE=m|CAS=r
ior	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
seuent	sivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n

Karles	Charles	NOMpro	NOMB.=s|GENRE=m|CAS=n
marteaus	Martel	NOMpro	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tant	tant	ADVgen	DEGRE=-
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
proisier	prisier	VERinf	MORPH=empty

La	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
moult	mout	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
amistie	amistié	NOMcom	NOMB.=s|GENRE=f|CAS=r

Car	car	CONcoo	MORPH=empty
serui	servir	VERppe	NOMB.=s|GENRE=m|CAS=r
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
buen	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
entier	entier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Mors	morir	VERppe	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
don	dont	PROrel	NOMB.=s|GENRE=n|CAS=i
i	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
irie	irier	VERppe	NOMB.=s|GENRE=m|CAS=r

Tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
repairier	repairier	VERinf	MORPH=empty

Mais	mais1	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
apostre	apostle	NOMcom	NOMB.=s|GENRE=m|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
quierent	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n

Ia	ja	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
verrez	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
passe	passer1	VERppe	NOMB.=s|GENRE=m|CAS=r
.I.	1	DETcar	NOMB.=s|GENRE=m|CAS=r
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r
entier	entier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p

Se	se	CONsub	MORPH=empty
en	en1	PRE	MORPH=empty
saisson	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
baillier	baillier	VERinf	MORPH=empty

Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vus	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
membres	membre	NOMcom	NOMB.=p|GENRE=m|CAS=r
treincher	trenchier1	VERinf	MORPH=empty

Fromons	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
n	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que1	CONsub	MORPH=empty
corrocier	corrocier	VERinf	MORPH=empty

Enuers	envers2	ADVgen	DEGRE=-
Garins	Garin	NOMpro	NOMB.=s|GENRE=m|CAS=r
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
toz	tot	ADVgen	DEGRE=-
eslaciez	eslaissier	VERppe	NOMB.=s|GENRE=m|CAS=n

Et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dux	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
enuers	envers2	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
aprochiez	aprochier	VERppe	NOMB.=s|GENRE=m|CAS=n

Grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
cop	coup1	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
plein	plein	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
cop	coup1	NOMcom	NOMB.=s|GENRE=m|CAS=r
ou	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
templier	templier2	NOMcom	NOMB.=s|GENRE=m|CAS=r

Ius	jus1	ADVgen	DEGRE=-
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
abatit	abatre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
